session_id,search_id,search_time,total_result_count,next_search_id,next_search_time,next_total_result_count,next_recovered,transition_type,changed_fields,query_text,destination,checkin_date,checkout_date,sort_option,guest_count,property_type,property_grade,user_rating_min,price,amenity_count,region,next_query_text,next_destination,next_checkin_date,next_checkout_date,next_sort_option,next_guest_count,next_property_type,next_property_grade,next_user_rating_min,next_price,next_amenity_count,next_region
S1Wd4jiS4x,Qggs5ViKs6,2026-08-28 21:12:55,0,Q9p0GVJd87,2026-08-28 21:13:02,0,False,지역 변경,destination|region,오사카,Osaka · 신오사카,2026-09-15 00:00:00,2026-09-17 00:00:00,rating,3,,,7.0,,7,Osaka · 신오사카,오사카,Osaka,2026-09-15 00:00:00,2026-09-17 00:00:00,rating,3,,,7.0,,7.0,Osaka
S1Wd4jiS4x,Q9p0GVJd87,2026-08-28 21:13:02,0,Qw6asIBogx,2026-08-28 21:13:12,0,False,조건 완화,amenity_count,오사카,Osaka,2026-09-15 00:00:00,2026-09-17 00:00:00,rating,3,,,7.0,,7,Osaka,오사카,Osaka,2026-09-15 00:00:00,2026-09-17 00:00:00,rating,3,,,7.0,,6.0,Osaka
S1Wd4jiS4x,Qw6asIBogx,2026-08-28 21:13:12,0,QViuMM7Oz3,2026-08-28 21:13:30,0,False,조건 완화,amenity_count,오사카,Osaka,2026-09-15 00:00:00,2026-09-17 00:00:00,rating,3,,,7.0,,6,Osaka,오사카,Osaka,2026-09-15 00:00:00,2026-09-17 00:00:00,rating,3,,,7.0,,5.0,Osaka
S1Wd4jiS4x,QViuMM7Oz3,2026-08-28 21:13:30,0,QUO2PegZM0,2026-08-28 21:13:54,0,False,조건 완화,amenity_count,오사카,Osaka,2026-09-15 00:00:00,2026-09-17 00:00:00,rating,3,,,7.0,,5,Osaka,오사카,Osaka,2026-09-15 00:00:00,2026-09-17 00:00:00,rating,3,,,7.0,,4.0,Osaka
S1Wd4jiS4x,QUO2PegZM0,2026-08-28 21:13:54,0,Qa8azF2WC3,2026-08-28 21:14:18,0,False,동일조건 반복,,오사카,Osaka,2026-09-15 00:00:00,2026-09-17 00:00:00,rating,3,,,7.0,,4,Osaka,오사카,Osaka,2026-09-26 00:00:00,2026-09-28 00:00:00,rating,3,,,7.0,,4.0,Osaka
S1Wd4jiS4x,Qa8azF2WC3,2026-08-28 21:14:18,0,QE2skmxqtN,2026-08-28 21:14:31,0,False,동일조건 반복,,오사카,Osaka,2026-09-26 00:00:00,2026-09-28 00:00:00,rating,3,,,7.0,,4,Osaka,오사카,Osaka,2026-09-26 00:00:00,2026-09-28 00:00:00,rating,3,,,7.0,,4.0,Osaka
S1Wd4jiS4x,QE2skmxqtN,2026-08-28 21:14:31,0,QTREFrQEKy,2026-08-28 21:14:45,0,False,지역 변경,query_text|destination|region,오사카,Osaka,2026-09-26 00:00:00,2026-09-28 00:00:00,rating,3,,,7.0,,4,Osaka,,Kyoto,2026-09-26 00:00:00,2026-09-28 00:00:00,rating,3,,,7.0,,4.0,Kyoto
S1Wd4jiS4x,QTREFrQEKy,2026-08-28 21:14:45,0,QWBsF3FDla,2026-08-28 21:14:50,0,False,지역 변경,destination|region,,Kyoto,2026-09-26 00:00:00,2026-09-28 00:00:00,rating,3,,,7.0,,4,Kyoto,,Sapporo,2026-09-26 00:00:00,2026-09-28 00:00:00,rating,3,,,7.0,,4.0,Sapporo
S1Wd4jiS4x,QWBsF3FDla,2026-08-28 21:14:50,0,QAQYUagzxG,2026-08-28 21:15:05,200,True,조건 완화,user_rating_min|amenity_count,,Sapporo,2026-09-26 00:00:00,2026-09-28 00:00:00,rating,3,,,7.0,,4,Sapporo,,Sapporo,2026-09-26 00:00:00,2026-09-28 00:00:00,rating,3,,,,,0.0,Sapporo
S1owF49mXg,Qm8QU0i9f1,2026-08-28 20:37:07,0,QUD9FJSnhP,2026-08-28 20:37:19,0,False,조건 완화,amenity_count,온천,,2026-09-15 00:00:00,2026-09-17 00:00:00,reviews,2,,,9.0,300000.0,6,,온천,,2026-09-15 00:00:00,2026-09-17 00:00:00,reviews,2,,,9.0,300000.0,4.0,
S1owF49mXg,QUD9FJSnhP,2026-08-28 20:37:19,0,QfY7e9nSuD,2026-08-28 20:37:25,0,False,조건 완화,amenity_count,온천,,2026-09-15 00:00:00,2026-09-17 00:00:00,reviews,2,,,9.0,300000.0,4,,온천,,2026-09-15 00:00:00,2026-09-17 00:00:00,reviews,2,,,9.0,300000.0,3.0,
S1owF49mXg,QfY7e9nSuD,2026-08-28 20:37:25,0,Q85VtJzygQ,2026-08-28 20:37:33,0,False,조건 완화,amenity_count,온천,,2026-09-15 00:00:00,2026-09-17 00:00:00,reviews,2,,,9.0,300000.0,3,,온천,,2026-09-15 00:00:00,2026-09-17 00:00:00,reviews,2,,,9.0,300000.0,2.0,
S1owF49mXg,Q85VtJzygQ,2026-08-28 20:37:33,0,QuPacEA6qw,2026-08-28 20:37:42,0,False,조건 완화,amenity_count,온천,,2026-09-15 00:00:00,2026-09-17 00:00:00,reviews,2,,,9.0,300000.0,2,,온천,,2026-09-15 00:00:00,2026-09-17 00:00:00,reviews,2,,,9.0,300000.0,1.0,
S1owF49mXg,QuPacEA6qw,2026-08-28 20:37:42,0,QIzF4dO07g,2026-08-28 20:37:54,45,True,조건 완화,amenity_count,온천,,2026-09-15 00:00:00,2026-09-17 00:00:00,reviews,2,,,9.0,300000.0,1,,온천,,2026-09-15 00:00:00,2026-09-17 00:00:00,reviews,2,,,9.0,300000.0,0.0,
S1ubxerzjp,Q2GRU8o0Nj,2026-08-28 18:32:19,0,QVqaigocSV,2026-08-28 18:33:13,0,False,조건 강화,user_rating_min|price|amenity_count,하라주쿠,,2026-10-16 00:00:00,2026-10-18 00:00:00,rating,1,,,,,0,,하라주쿠,,2026-10-16 00:00:00,2026-10-18 00:00:00,rating,1,,,8.0,200000.0,6.0,
S1ubxerzjp,QVqaigocSV,2026-08-28 18:33:13,0,QVKRzz0fER,2026-08-28 18:33:30,0,False,동일조건 반복,,하라주쿠,,2026-10-16 00:00:00,2026-10-18 00:00:00,rating,1,,,8.0,200000.0,6,,하라주쿠,,2026-10-16 00:00:00,2026-10-18 00:00:00,rating,1,,,8.0,200000.0,6.0,
S1ubxerzjp,QVKRzz0fER,2026-08-28 18:33:30,0,QFmOUuXwC0,2026-08-28 18:33:49,0,False,지역 변경,destination|region,하라주쿠,,2026-10-16 00:00:00,2026-10-18 00:00:00,rating,1,,,8.0,200000.0,6,,하라주쿠,Tokyo · 신주쿠,2026-10-16 00:00:00,2026-10-18 00:00:00,rating,1,,,8.0,200000.0,6.0,Tokyo · 신주쿠
S1ubxerzjp,QFmOUuXwC0,2026-08-28 18:33:49,0,QDfmBpKxkV,2026-08-28 18:33:54,0,False,동일조건 반복,,하라주쿠,Tokyo · 신주쿠,2026-10-16 00:00:00,2026-10-18 00:00:00,rating,1,,,8.0,200000.0,6,Tokyo · 신주쿠,하라주쿠,Tokyo · 신주쿠,2026-10-16 00:00:00,2026-10-18 00:00:00,rating,1,,,8.0,200000.0,6.0,Tokyo · 신주쿠
S1ubxerzjp,QDfmBpKxkV,2026-08-28 18:33:54,0,QSwrDZHjxa,2026-08-28 18:34:09,0,False,검색어 수정,query_text,하라주쿠,Tokyo · 신주쿠,2026-10-16 00:00:00,2026-10-18 00:00:00,rating,1,,,8.0,200000.0,6,Tokyo · 신주쿠,,Tokyo · 신주쿠,2026-10-16 00:00:00,2026-10-18 00:00:00,rating,1,,,8.0,200000.0,6.0,Tokyo · 신주쿠
S1ubxerzjp,QSwrDZHjxa,2026-08-28 18:34:09,0,QBTb7ywz5i,2026-08-28 18:34:17,0,False,동일조건 반복,,,Tokyo · 신주쿠,2026-10-16 00:00:00,2026-10-18 00:00:00,rating,1,,,8.0,200000.0,6,Tokyo · 신주쿠,,Tokyo · 신주쿠,2026-10-16 00:00:00,2026-10-18 00:00:00,rating,1,,,8.0,200000.0,6.0,Tokyo · 신주쿠
S1ubxerzjp,QBTb7ywz5i,2026-08-28 18:34:17,0,QI2auVPTo7,2026-08-28 18:34:29,0,False,지역 변경,destination|region,,Tokyo · 신주쿠,2026-10-16 00:00:00,2026-10-18 00:00:00,rating,1,,,8.0,200000.0,6,Tokyo · 신주쿠,,Tokyo · 시부야,2026-10-16 00:00:00,2026-10-18 00:00:00,rating,1,,,8.0,200000.0,6.0,Tokyo · 시부야
S1ubxerzjp,QI2auVPTo7,2026-08-28 18:34:29,0,QX9VhQsOeU,2026-08-28 18:34:35,0,False,동일조건 반복,,,Tokyo · 시부야,2026-10-16 00:00:00,2026-10-18 00:00:00,rating,1,,,8.0,200000.0,6,Tokyo · 시부야,,Tokyo · 시부야,2026-10-16 00:00:00,2026-10-18 00:00:00,rating,1,,,8.0,200000.0,6.0,Tokyo · 시부야
S1ubxerzjp,QX9VhQsOeU,2026-08-28 18:34:35,0,QM2sjX0ZDi,2026-08-28 18:34:45,0,False,동일조건 반복,,,Tokyo · 시부야,2026-10-16 00:00:00,2026-10-18 00:00:00,rating,1,,,8.0,200000.0,6,Tokyo · 시부야,,Tokyo · 시부야,2026-10-16 00:00:00,2026-10-18 00:00:00,rating,1,,,8.0,200000.0,6.0,Tokyo · 시부야
S35n2Yb6bf,QWgnGg4bx4,2026-08-28 20:54:25,0,QeO8BWowuQ,2026-08-28 20:55:04,0,False,조건 강화,user_rating_min|amenity_count,에이스 호텔,Kyoto,2026-12-25 00:00:00,2026-12-27 00:00:00,rating,2,,,,,0,Kyoto,에이스 호텔,Kyoto,2026-12-25 00:00:00,2026-12-27 00:00:00,rating,2,,,8.0,,1.0,Kyoto
S35n2Yb6bf,QeO8BWowuQ,2026-08-28 20:55:04,0,Qgw6cthBke,2026-08-28 20:55:16,0,False,동일조건 반복,,에이스 호텔,Kyoto,2026-12-25 00:00:00,2026-12-27 00:00:00,rating,2,,,8.0,,1,Kyoto,에이스 호텔,Kyoto,2026-12-25 00:00:00,2026-12-27 00:00:00,rating,2,,,8.0,,1.0,Kyoto
S35n2Yb6bf,Qgw6cthBke,2026-08-28 20:55:16,0,QHEes8JGl4,2026-08-28 20:55:32,136,True,검색어 수정,query_text,에이스 호텔,Kyoto,2026-12-25 00:00:00,2026-12-27 00:00:00,rating,2,,,8.0,,1,Kyoto,교토,Kyoto,2026-12-25 00:00:00,2026-12-27 00:00:00,rating,2,,,8.0,,1.0,Kyoto
S3kO8XxiWO,Q9F9rBREM8,2026-08-30 08:27:07,0,Q1hGCBSS5A,2026-08-30 08:27:17,0,False,동일조건 반복,,아사쿠사,Tokyo · 아사쿠사,2026-09-24 00:00:00,2026-09-27 00:00:00,rating,2,,,9.0,200000.0,6,Tokyo · 아사쿠사,아사쿠사,Tokyo · 아사쿠사,2026-09-24 00:00:00,2026-09-27 00:00:00,rating,2,,,9.0,200000.0,6.0,Tokyo · 아사쿠사
S3kO8XxiWO,Q1hGCBSS5A,2026-08-30 08:27:17,0,QvZ57g7PO8,2026-08-30 08:27:27,0,False,동일조건 반복,,아사쿠사,Tokyo · 아사쿠사,2026-09-24 00:00:00,2026-09-27 00:00:00,rating,2,,,9.0,200000.0,6,Tokyo · 아사쿠사,아사쿠사,Tokyo · 아사쿠사,2026-09-24 00:00:00,2026-09-27 00:00:00,rating,2,,,9.0,200000.0,6.0,Tokyo · 아사쿠사
S3kO8XxiWO,QvZ57g7PO8,2026-08-30 08:27:27,0,QVXDvxv83S,2026-08-30 08:27:41,0,False,조건 완화,amenity_count,아사쿠사,Tokyo · 아사쿠사,2026-09-24 00:00:00,2026-09-27 00:00:00,rating,2,,,9.0,200000.0,6,Tokyo · 아사쿠사,아사쿠사,Tokyo · 아사쿠사,2026-09-24 00:00:00,2026-09-27 00:00:00,rating,2,,,9.0,200000.0,5.0,Tokyo · 아사쿠사
S3kO8XxiWO,QVXDvxv83S,2026-08-30 08:27:41,0,QSRcIYy6Fm,2026-08-30 08:27:44,0,False,동일조건 반복,,아사쿠사,Tokyo · 아사쿠사,2026-09-24 00:00:00,2026-09-27 00:00:00,rating,2,,,9.0,200000.0,5,Tokyo · 아사쿠사,아사쿠사,Tokyo · 아사쿠사,2026-09-24 00:00:00,2026-09-27 00:00:00,rating,2,,,9.0,200000.0,5.0,Tokyo · 아사쿠사
S3kO8XxiWO,QSRcIYy6Fm,2026-08-30 08:27:44,0,QcNyMIRiV2,2026-08-30 08:28:04,0,False,조건 완화,amenity_count,아사쿠사,Tokyo · 아사쿠사,2026-09-24 00:00:00,2026-09-27 00:00:00,rating,2,,,9.0,200000.0,5,Tokyo · 아사쿠사,아사쿠사,Tokyo · 아사쿠사,2026-09-24 00:00:00,2026-09-27 00:00:00,rating,2,,,9.0,200000.0,3.0,Tokyo · 아사쿠사
S3kO8XxiWO,QcNyMIRiV2,2026-08-30 08:28:04,0,QDKDmc94SM,2026-08-30 08:28:08,0,False,동일조건 반복,,아사쿠사,Tokyo · 아사쿠사,2026-09-24 00:00:00,2026-09-27 00:00:00,rating,2,,,9.0,200000.0,3,Tokyo · 아사쿠사,아사쿠사,Tokyo · 아사쿠사,2026-09-24 00:00:00,2026-09-27 00:00:00,rating,2,,,9.0,200000.0,3.0,Tokyo · 아사쿠사
S3kO8XxiWO,QDKDmc94SM,2026-08-30 08:28:08,0,Q7C7RIN0So,2026-08-30 08:28:14,0,False,동일조건 반복,,아사쿠사,Tokyo · 아사쿠사,2026-09-24 00:00:00,2026-09-27 00:00:00,rating,2,,,9.0,200000.0,3,Tokyo · 아사쿠사,아사쿠사,Tokyo · 아사쿠사,2026-09-24 00:00:00,2026-09-27 00:00:00,rating,2,,,9.0,200000.0,3.0,Tokyo · 아사쿠사
S3kO8XxiWO,Q7C7RIN0So,2026-08-30 08:28:14,0,QOVqoD2Qm8,2026-08-30 08:28:19,0,False,동일조건 반복,,아사쿠사,Tokyo · 아사쿠사,2026-09-24 00:00:00,2026-09-27 00:00:00,rating,2,,,9.0,200000.0,3,Tokyo · 아사쿠사,아사쿠사,Tokyo · 아사쿠사,2026-09-24 00:00:00,2026-09-27 00:00:00,rating,2,,,9.0,200000.0,3.0,Tokyo · 아사쿠사
S3kO8XxiWO,QOVqoD2Qm8,2026-08-30 08:28:19,0,Q6k4EdqUNa,2026-08-30 08:28:23,0,False,동일조건 반복,,아사쿠사,Tokyo · 아사쿠사,2026-09-24 00:00:00,2026-09-27 00:00:00,rating,2,,,9.0,200000.0,3,Tokyo · 아사쿠사,아사쿠사,Tokyo · 아사쿠사,2026-09-24 00:00:00,2026-09-27 00:00:00,rating,2,,,9.0,200000.0,3.0,Tokyo · 아사쿠사
S3kO8XxiWO,Q6k4EdqUNa,2026-08-30 08:28:23,0,Q8AHm6zzeG,2026-08-30 08:28:29,200,True,지역 변경,query_text|destination|user_rating_min|price|amenity_count|region,아사쿠사,Tokyo · 아사쿠사,2026-09-24 00:00:00,2026-09-27 00:00:00,rating,2,,,9.0,200000.0,3,Tokyo · 아사쿠사,,Tokyo,2026-09-24 00:00:00,2026-09-27 00:00:00,rating,2,,,,,0.0,Tokyo
S3qXRdxw3F,QJEQt6klls,2026-08-28 18:19:21,0,Q2C8brPDg5,2026-08-28 18:19:32,0,False,조건 완화,amenity_count,도쿄,Tokyo · 긴자·도쿄역,2026-10-26 00:00:00,2026-10-28 00:00:00,price,5,,,,150000.0,3,Tokyo · 긴자·도쿄역,도쿄,Tokyo · 긴자·도쿄역,2026-10-26 00:00:00,2026-10-28 00:00:00,price,5,,,,150000.0,2.0,Tokyo · 긴자·도쿄역
S3qXRdxw3F,Q2C8brPDg5,2026-08-28 18:19:32,0,QPZN9Elyzn,2026-08-28 18:19:35,2,True,조건 완화,amenity_count,도쿄,Tokyo · 긴자·도쿄역,2026-10-26 00:00:00,2026-10-28 00:00:00,price,5,,,,150000.0,2,Tokyo · 긴자·도쿄역,도쿄,Tokyo · 긴자·도쿄역,2026-10-26 00:00:00,2026-10-28 00:00:00,price,5,,,,150000.0,1.0,Tokyo · 긴자·도쿄역
S6XYxxvSwO,QuWhrCRuRZ,2026-08-31 10:13:42,0,QKV74qmXN4,2026-08-31 10:14:23,0,False,조건 강화,user_rating_min|price|amenity_count,"우메다역, 우메다, 오사카역",Osaka · 우메다,2026-10-16 00:00:00,2026-10-18 00:00:00,rating,2,,,,,0,Osaka · 우메다,"우메다역, 우메다, 오사카역",Osaka · 우메다,2026-10-16 00:00:00,2026-10-18 00:00:00,reviews,2,,,8.0,200000.0,7.0,Osaka · 우메다
S6XYxxvSwO,QKV74qmXN4,2026-08-31 10:14:23,0,QpbPzLGpbQ,2026-08-31 10:14:28,0,False,동일조건 반복,,"우메다역, 우메다, 오사카역",Osaka · 우메다,2026-10-16 00:00:00,2026-10-18 00:00:00,reviews,2,,,8.0,200000.0,7,Osaka · 우메다,"우메다역, 우메다, 오사카역",Osaka · 우메다,2026-10-16 00:00:00,2026-10-18 00:00:00,reviews,2,,,8.0,200000.0,7.0,Osaka · 우메다
S6XYxxvSwO,QpbPzLGpbQ,2026-08-31 10:14:28,0,QoFm0DeKO2,2026-08-31 10:14:41,0,False,검색어 수정,query_text,"우메다역, 우메다, 오사카역",Osaka · 우메다,2026-10-16 00:00:00,2026-10-18 00:00:00,reviews,2,,,8.0,200000.0,7,Osaka · 우메다,오사카역,Osaka · 우메다,2026-10-16 00:00:00,2026-10-18 00:00:00,reviews,2,,,8.0,200000.0,7.0,Osaka · 우메다
S6XYxxvSwO,QoFm0DeKO2,2026-08-31 10:14:41,0,Qx444Zmlxf,2026-08-31 10:14:53,116,True,지역 변경,query_text|destination|user_rating_min|amenity_count|region,오사카역,Osaka · 우메다,2026-10-16 00:00:00,2026-10-18 00:00:00,reviews,2,,,8.0,200000.0,7,Osaka · 우메다,,Osaka,2026-10-16 00:00:00,2026-10-18 00:00:00,rating,2,,,,200000.0,0.0,Osaka
S7lDQeGcnC,Q2ZWvN7WQv,2026-08-28 21:57:24,0,QXpCq5SenS,2026-08-28 21:57:31,0,False,조건 강화,amenity_count,신주쿠,Tokyo · 신주쿠,2026-09-15 00:00:00,2026-09-17 00:00:00,rating,2,,,9.0,,0,Tokyo · 신주쿠,신주쿠,Tokyo · 신주쿠,2026-09-15 00:00:00,2026-09-17 00:00:00,rating,2,,,9.0,,2.0,Tokyo · 신주쿠
S8wi9Cgmyj,Qi6IhgLadE,2026-08-29 12:49:10,0,Q0alv53UTl,2026-08-29 12:50:14,0,False,조건 강화,user_rating_min|price|amenity_count,요코하마,,2026-10-08 00:00:00,2026-10-11 00:00:00,rating,2,,,,,0,,요코하마,,2026-10-08 00:00:00,2026-10-11 00:00:00,reviews,2,,,8.0,300000.0,4.0,
S8wi9Cgmyj,Q0alv53UTl,2026-08-29 12:50:14,0,QD4U3ztNlp,2026-08-29 12:50:29,0,False,동일조건 반복,,요코하마,,2026-10-08 00:00:00,2026-10-11 00:00:00,reviews,2,,,8.0,300000.0,4,,요코하마,,2026-10-08 00:00:00,2026-10-11 00:00:00,reviews,2,,,8.0,300000.0,4.0,
S8wi9Cgmyj,QD4U3ztNlp,2026-08-29 12:50:29,0,QdVKYmGhra,2026-08-29 12:51:05,0,False,동일조건 반복,,요코하마,,2026-10-08 00:00:00,2026-10-11 00:00:00,reviews,2,,,8.0,300000.0,4,,요코하마,,2026-10-08 00:00:00,2026-10-11 00:00:00,reviews,2,,,8.0,300000.0,4.0,
S8wi9Cgmyj,QdVKYmGhra,2026-08-29 12:51:05,0,QQ5RXBXBR4,2026-08-29 12:51:16,0,False,동일조건 반복,,요코하마,,2026-10-08 00:00:00,2026-10-11 00:00:00,reviews,2,,,8.0,300000.0,4,,요코하마,,2026-10-08 00:00:00,2026-10-11 00:00:00,reviews,2,,,8.0,300000.0,4.0,
S8wi9Cgmyj,QQ5RXBXBR4,2026-08-29 12:51:16,0,Q0nO9cnSPd,2026-08-29 12:51:32,0,False,동일조건 반복,,요코하마,,2026-10-08 00:00:00,2026-10-11 00:00:00,reviews,2,,,8.0,300000.0,4,,요코하마,,2026-10-08 00:00:00,2026-10-11 00:00:00,reviews,2,,,8.0,300000.0,4.0,
S8wi9Cgmyj,Q0nO9cnSPd,2026-08-29 12:51:32,0,Qpt90DDgsn,2026-08-29 12:52:04,0,False,조건 완화,amenity_count,요코하마,,2026-10-08 00:00:00,2026-10-11 00:00:00,reviews,2,,,8.0,300000.0,4,,요코하마,,2026-10-08 00:00:00,2026-10-11 00:00:00,reviews,2,,,8.0,300000.0,3.0,
S8wi9Cgmyj,Qpt90DDgsn,2026-08-29 12:52:04,0,Q1kmQKk0rb,2026-08-29 12:52:18,0,False,동일조건 반복,,요코하마,,2026-10-08 00:00:00,2026-10-11 00:00:00,reviews,2,,,8.0,300000.0,3,,요코하마,,2026-10-08 00:00:00,2026-10-11 00:00:00,reviews,2,,,8.0,300000.0,3.0,
S91bzuR10O,QHA91KkPlz,2026-08-30 04:25:59,0,Q7MNnGAQ4M,2026-08-30 04:26:08,0,False,조건 완화,amenity_count,후쿠오카,Fukuoka · 후쿠오카공항,2026-09-15 00:00:00,2026-09-17 00:00:00,reviews,2,,,8.0,200000.0,4,Fukuoka · 후쿠오카공항,후쿠오카,Fukuoka · 후쿠오카공항,2026-09-15 00:00:00,2026-09-17 00:00:00,reviews,2,,,8.0,200000.0,1.0,Fukuoka · 후쿠오카공항
S91bzuR10O,Q7MNnGAQ4M,2026-08-30 04:26:08,0,QJnkm4HV1r,2026-08-30 04:26:15,0,False,동일조건 반복,,후쿠오카,Fukuoka · 후쿠오카공항,2026-09-15 00:00:00,2026-09-17 00:00:00,reviews,2,,,8.0,200000.0,1,Fukuoka · 후쿠오카공항,후쿠오카,Fukuoka · 후쿠오카공항,2026-09-15 00:00:00,2026-09-17 00:00:00,reviews,2,,,8.0,200000.0,1.0,Fukuoka · 후쿠오카공항
S91bzuR10O,QJnkm4HV1r,2026-08-30 04:26:15,0,QJaBJG5wb3,2026-08-30 04:26:23,1,True,조건 완화,user_rating_min,후쿠오카,Fukuoka · 후쿠오카공항,2026-09-15 00:00:00,2026-09-17 00:00:00,reviews,2,,,8.0,200000.0,1,Fukuoka · 후쿠오카공항,후쿠오카,Fukuoka · 후쿠오카공항,2026-09-15 00:00:00,2026-09-17 00:00:00,reviews,2,,,,200000.0,1.0,Fukuoka · 후쿠오카공항
SA4wocK7sn,QsD7Y2RjXZ,2026-08-29 14:33:01,0,QwnjNndIom,2026-08-29 14:33:27,0,False,조건 강화,amenity_count,신주쿠,Tokyo · 시부야,2026-09-15 00:00:00,2026-09-17 00:00:00,rating,2,,,,,0,Tokyo · 시부야,신주쿠,Tokyo · 시부야,2026-09-15 00:00:00,2026-09-17 00:00:00,rating,2,,,,,14.0,Tokyo · 시부야
SA4wocK7sn,QwnjNndIom,2026-08-29 14:33:27,0,Qx8ZxQys2h,2026-08-29 14:33:55,34,True,지역 변경,query_text|destination|amenity_count|region,신주쿠,Tokyo · 시부야,2026-09-15 00:00:00,2026-09-17 00:00:00,rating,2,,,,,14,Tokyo · 시부야,,Tokyo,2026-09-15 00:00:00,2026-09-17 00:00:00,rating,2,,,,,2.0,Tokyo
SAGoMPtwtv,Qp9D5k4c1O,2026-08-28 18:55:30,0,QoNkA0Hv40,2026-08-28 18:55:44,0,False,동일조건 반복,,오사카,Osaka · 난바,2026-09-17 00:00:00,2026-09-20 00:00:00,rating,2,,,9.0,300000.0,8,Osaka · 난바,오사카,Osaka · 난바,2026-09-17 00:00:00,2026-09-20 00:00:00,rating,2,,,9.0,300000.0,8.0,Osaka · 난바
